"msg_code","vendor_msg_class","vendor_text_msg","vendor_text_msg_description","vendor_severity"
"12805","EAP","Extracted TLS ClientHello message","As part of the TLS handshake currently in progress, prepared a TLS record containing a TLS ServerHello message, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12806","EAP","Prepared TLS ServerHello message","As part of the TLS handshake currently in progress, prepared a TLS record containing a TLS ServerHello message, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12807","EAP","Prepared TLS Certificate message","As part of the TLS handshake currently in progress, prepared a TLS record containing a TLS Certificate message, in turn containing the ISE local server certificate, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12808","EAP","Prepared TLS ServerKeyExchange message","As part of the TLS handshake currently in progress, prepared a TLS record containing a TLS ServerKeyExchange message, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12809","EAP","Prepared TLS CertificateRequest message","As part of the TLS handshake currently in progress, prepared a TLS record containing a TLS CertificateRequest message, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12810","EAP","Prepared TLS ServerDone message","As part of the TLS handshake currently in progress, prepared a TLS record containing a TLS ServerDone message, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12811","EAP","Extracted TLS Certificate message containing client certificate","As part of the TLS handshake currently in progress, extracted from the EAP-Response packet a TLS record containing a TLS Certificate message, in turn containing the client's certificate.","Info"
"12812","EAP","Extracted TLS ClientKeyExchange message","As part of the TLS handshake currently in progress, extracted from the EAP-Response packet a TLS record containing a TLS ClientKeyExchange message.","Info"
"12813","EAP","Extracted TLS CertificateVerify message","As part of the TLS handshake currently in progress, extracted from the EAP-Response packet a TLS record containing a TLS CertificateVerify message.","Info"
"12814","EAP","Prepared TLS Alert message","ISE has detected a problem with the TLS handshake currently in progress. Prepared a TLS record containing a TLS Alert message, for encapsulation within the outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"12815","EAP","Extracted TLS Alert message","As part of the TLS handshake currently in progress, extracted from the EAP-Response packet a TLS record containing a TLS Alert message, indicating that the client has detected a problem with the handshake.","Info"
"12816","EAP","TLS handshake succeeded","The TLS handshake initiated by the client's supplicant has completed successfully.","Info"
"12817","EAP","TLS handshake failed","The TLS handshake initiated by the client's supplicant has failed. ","Info"
"12818","EAP","Expected TLS acknowledge for last alert but received another message","ISE recently sent TLS alert to supplicant and expected TLS acknowledge from supplicant for the alert but received another message. This could be due to a possible incomformity in the implementation of the protocol between ISE and the supplicant.","Warn"
"12819","EAP","Expected TLS acknowledge for handshake succeeded but received another message","ISE recently has successfully finished TLS handshake with the supplicant and expected TLS acknowledge from supplicant to confirm the handshake but received another message. This could be due to improper supplicant configuration or a possible incomformity in the implementation of the protocol between ISE and the supplicant.","Warn"
"12830","CRL","CRL verification bypassed","ISE was unable to download CRL; CRL verification bypassed.","Warn"
"12831","CRL","Unable to download CRL","ISE was unable to download CRL; CRL verification bypassed.","Warn"
"12832","EAP","Tunnel build with local server certificate is not yet active or it has already expired","Local server certificate has a specific period of time when it is active and can be used. The certificate can not be used now because of either its 'Valid From' field is greater than the current date and time or its ‘Valid To’ field is less than the current date and time.","Warn"
"12833","EAP","EAP-FAST provisioning mode is restricted to anonymous","Local server certificate is invalid because it is not yet active or it has already expired. Thus, the EAP-FAST provisioning mode is restricted to anonymous (if anonymous provisioning is allowed in configuration) Authenticated provisioning is prohibited even if is allowed in configuration.","Warn"
"12834","CRL","ISE used a CRL that is not active yet or has expired","ISE used a CRL even though it is not yet active or has expired.","Warn"
"12850","EAP","Received NAK TLV. Client rejected the conversation","ISE expects for regular conversation continuation but client sent NAK TLV inside the tunnel. It means that client rejected conversation for some reason that is unknown to ISE. Known issue: CSSC 5.1.1.10 sends NAK TLV during EAP-FAST/EAP-GTC conversation to reject the conversation according to user’s input.","Warn"
"12851","EAP","Received unexpected EAP NAK message. Client rejected the conversation","ISE expects for regular conversation continuation but client sent outer EAP method NAK message. It means that client rejected conversation for some reason that is unknown to ISE. Known issue: CSSC 5.1.1.10 sends outer EAP method NAKduring EAP-FAST/EAP-GTC conversation to reject the conversation according to user’s input.","Warn"
"12852","EAP","Invalid buffer received. Crypto processing failed","ISE received invalid encrypted buffer from client. Cryptographic processing of this buffer failed.","Warn"
"12853","EAP","Empty EAP-GTC message received","ISE received empty EAP-GTC message inside the tunnel during EAP-FAST conversation. Known issue: CSSC 5.1.1.10 sends empty EAP-GTC message after it prompts user to retry entering passcode.","Warn"
"12854","EAP","Can not authenticate because password was not present or was empty","ISE did not receive user password or received empty password. Plain password authentication can not be performed with no password or empty password.","Warn"
"12855","EAP","PAC was not sent due to authorization failure","ISE did not send a PAC to the supplicant because authorization failed and thus the whole conversation is considered failed.","Info"
"12856","EAP","User certificate was revoked by CRL verification","CRL verification returned revoked certificate status.","Info"
"13000","TACACS","Invalid TACACS+ authorization request","",""
"13001","TACACS","Invalid TACACS+ accounting request","",""
"13002","TACACS","Started TACACS+ listener","",""
"13003","TACACS","Stopped TACACS+ listener","",""
"13004","TACACS","TACACS+ listener failed","",""
"13005","TACACS","Received TACACS+ Authorization Request","",""
"13006","TACACS","Received TACACS+ Accounting Request","",""
"13007","TACACS","Invalid TACACS+ packet header","",""
"13008","TACACS","Reached TACACS+ maximum client limit","",""
"13009","TACACS","Failed to accept TACACS+ client connection","",""
"13010","TACACS","Received TACACS+ packet with invalid length","",""
"13011","TACACS","Invalid TACACS+ request packet - possibly mismatched Shared Secrets","",""
"13012","TACACS","Invalid TACACS+ authentication request","",""
"13013","TACACS","Received TACACS+ Authentication START Request","",""
"13014","TACACS","Received TACACS+ Authentication CONTINUE Request","",""
"13015","TACACS","Returned TACACS+ Authentication Reply","",""
"13017","TACACS","Received TACACS+ packet from unknown Network Device or AAA Client","",""
"13019","TACACS","Failed to obtain TACACS+ Settings","",""
"13020","TACACS","Get TACACS+ default network device setting","",""
"13021","TACACS","TACACS+ request was dropped because of system overload","",""
"13023","Device-administration","Command matched a Deny-Always rule","",""
